timestamp_sec,frame,slot_index,coordinates,gt_champion,gt_cost,pred_champion,pred_cost,detected_color_cost,is_cost_consistent,confidence,outcome,cost_correct,crop_file
720,shop_frame_0720s.jpg,5,"[589:713, 861:997]",벨베스,2,미스 포츈,3,3,True,0.5468,FP,False,card_5_shop_frame_0720s.jpg
840,shop_frame_0840s.jpg,1,"[589:713, 309:445]",리븐,4,EMPTY,5,5,False,0.411,FN,False,card_1_shop_frame_0840s.jpg
840,shop_frame_0840s.jpg,2,"[589:713, 447:583]",누누와 윌럼프,4,EMPTY,1,1,False,0.4841,FN,False,card_2_shop_frame_0840s.jpg
840,shop_frame_0840s.jpg,3,"[589:713, 585:721]",나미,4,EMPTY,1,1,False,0.5599,FN,False,card_3_shop_frame_0840s.jpg
840,shop_frame_0840s.jpg,4,"[589:713, 723:859]",소나,5,EMPTY,1,1,False,0.5676,FN,False,card_4_shop_frame_0840s.jpg
840,shop_frame_0840s.jpg,5,"[589:713, 861:997]",미스 포츈,3,마스터 이,4,1,False,0.4836,FP,False,card_5_shop_frame_0840s.jpg
900,shop_frame_0900s.jpg,1,"[589:713, 309:445]",벨베스,2,EMPTY,2,2,False,0.4753,FN,True,card_1_shop_frame_0900s.jpg
900,shop_frame_0900s.jpg,2,"[589:713, 447:583]",밀리오,2,미스 포츈,3,3,True,0.5053,FP,False,card_2_shop_frame_0900s.jpg
900,shop_frame_0900s.jpg,3,"[589:713, 585:721]",벨베스,2,EMPTY,3,3,False,0.5028,FN,False,card_3_shop_frame_0900s.jpg
900,shop_frame_0900s.jpg,4,"[589:713, 723:859]",파이크,2,EMPTY,3,3,False,0.409,FN,False,card_4_shop_frame_0900s.jpg
900,shop_frame_0900s.jpg,5,"[589:713, 861:997]",리븐,4,벨베스,2,3,False,0.4768,FP,False,card_5_shop_frame_0900s.jpg
1050,shop_frame_1050s.jpg,1,"[589:713, 309:445]",아우렐리온 솔,4,EMPTY,2,2,False,0.3634,FN,False,card_1_shop_frame_1050s.jpg
1050,shop_frame_1050s.jpg,2,"[589:713, 447:583]",나미,4,EMPTY,2,2,False,0.348,FN,False,card_2_shop_frame_1050s.jpg
1050,shop_frame_1050s.jpg,3,"[589:713, 585:721]",블리츠크랭크,5,EMPTY,2,2,False,0.4657,FN,False,card_3_shop_frame_1050s.jpg
1050,shop_frame_1050s.jpg,4,"[589:713, 723:859]",리븐,4,벨베스,2,2,True,0.7022,FP,False,card_4_shop_frame_1050s.jpg
1050,shop_frame_1050s.jpg,5,"[589:713, 861:997]",마스터 이,4,벨베스,2,2,True,0.663,FP,False,card_5_shop_frame_1050s.jpg
1200,shop_frame_1200s.jpg,1,"[589:713, 309:445]",소나,5,EMPTY,3,3,False,0.2842,FN,False,card_1_shop_frame_1200s.jpg
1200,shop_frame_1200s.jpg,2,"[589:713, 447:583]",블리츠크랭크,5,EMPTY,3,3,False,0.3394,FN,False,card_2_shop_frame_1200s.jpg
1200,shop_frame_1200s.jpg,3,"[589:713, 585:721]",빅토르,3,EMPTY,2,2,False,0.4305,FN,False,card_3_shop_frame_1200s.jpg
1200,shop_frame_1200s.jpg,4,"[589:713, 723:859]",나서스,1,EMPTY,2,2,False,0.3872,FN,False,card_4_shop_frame_1200s.jpg
1200,shop_frame_1200s.jpg,5,"[589:713, 861:997]",일라오이,3,EMPTY,2,2,False,0.5478,FN,False,card_5_shop_frame_1200s.jpg
1350,shop_frame_1350s.jpg,1,"[589:713, 309:445]",소나,5,EMPTY,3,3,False,0.4099,FN,False,card_1_shop_frame_1350s.jpg
1350,shop_frame_1350s.jpg,2,"[589:713, 447:583]",제드,5,미스 포츈,3,3,True,0.486,FP,False,card_2_shop_frame_1350s.jpg
1350,shop_frame_1350s.jpg,3,"[589:713, 585:721]",진,5,EMPTY,2,2,False,0.4289,FN,False,card_3_shop_frame_1350s.jpg
1350,shop_frame_1350s.jpg,4,"[589:713, 723:859]",피오라,5,EMPTY,2,2,False,0.4102,FN,False,card_4_shop_frame_1350s.jpg
1350,shop_frame_1350s.jpg,5,"[589:713, 861:997]",블리츠크랭크,5,EMPTY,3,3,False,0.4603,FN,False,card_5_shop_frame_1350s.jpg
1500,shop_frame_1500s.jpg,1,"[589:713, 309:445]",빅토르,3,EMPTY,2,2,False,0.3988,FN,False,card_1_shop_frame_1500s.jpg
1500,shop_frame_1500s.jpg,2,"[589:713, 447:583]",나서스,1,EMPTY,2,2,False,0.5734,FN,False,card_2_shop_frame_1500s.jpg
1500,shop_frame_1500s.jpg,3,"[589:713, 585:721]",벨베스,2,EMPTY,2,2,False,0.5567,FN,True,card_3_shop_frame_1500s.jpg
1500,shop_frame_1500s.jpg,4,"[589:713, 723:859]",일라오이,3,EMPTY,2,2,False,0.4874,FN,False,card_4_shop_frame_1500s.jpg
1500,shop_frame_1500s.jpg,5,"[589:713, 861:997]",밀리오,2,EMPTY,2,2,False,0.5055,FN,True,card_5_shop_frame_1500s.jpg
